Invoice_id,Cust_id,Txn_date,Product_Sub_category,Qty,Rate,Tax,Total_Amt,Store_type,Product_Category_Books,Product_Category_Clothing,Product_Category_Electronics,Product_Category_Footwear,Product_Category_Home and kitchen
-0.8329035246127738,-1.7431082809665945,2016-09-23,Women,0.7015609059738115,1.286754161993223,1.6473476583540456,1.647347658354045,e-Shop,0,0,0,1,0
1.6713085956600267,-1.7431082809665945,2017-10-21,Mens,-0.002225719461997747,-1.6664873941701634,-1.1711713162389121,-1.1711713162389124,TeleShop,0,1,0,0,0
-0.4734457554778562,-1.7426971672959741,2017-04-12,Mobiles,-0.706012344897807,-1.4091609719311713,-1.1030312970729288,-1.1030312970729288,Brick and Mortar,0,0,1,0,0
0.14494070085292562,-1.7426971672959741,2017-08-23,Non-fiction,-0.002225719461997747,1.214606566972945,0.8527561951870798,0.8527561951870796,TeleShop,1,0,0,0,0
-0.7971194686037348,-1.7426971672959741,2017-09-09,Fiction,1.4053475314096207,-1.4668790479473939,-0.8327237830260517,-0.8327237830260517,e-Shop,1,0,0,0,0
1.5487629307239343,-1.7422860536253537,2016-03-15,Mens,1.4053475314096207,1.118409773612574,2.194157233644707,2.1941572336447064,TeleShop,0,0,0,1,0
0.4271478095656632,-1.7422860536253537,2016-10-24,Mens,-0.706012344897807,1.5224363057261316,0.26990561802350105,0.2699056180235008,e-Shop,0,0,0,1,0
-1.1065092850999192,-1.7422860536253537,2017-01-02,Kids,1.4053475314096207,0.31516654905347696,1.2537123410232807,1.2537123410232807,TeleShop,1,0,0,0,0
1.0175515402037145,-1.7422860536253537,2017-01-07,Women,-0.002225719461997747,0.678309443988877,0.47601509748424486,0.4760150974842447,Brick and Mortar,0,0,0,1,0
1.5919320152974759,-1.7422860536253537,2017-05-23,Home Decoratives,1.4053475314096207,1.082335976102435,2.1519216845748823,2.151921684574882,Brick and Mortar,0,0,0,0,1
1.2653837003241608,-1.7410527126134925,2016-09-13,Mens,0.7015609059738115,-0.8415998911049831,-0.3461702577416729,-0.3461702577416731,e-Shop,0,0,0,1,0
-1.579974864868838,-1.7410527126134925,2016-12-06,Fiction,-1.4097989703336162,1.0871458157704534,-0.6311194287994225,-0.6311194287994226,Brick and Mortar,1,0,0,0,0
-1.5220939898543122,-1.7410527126134925,2017-10-31,Women,-0.706012344897807,-0.2740388102787948,-0.5714265194474037,-0.571426519447404,Brick and Mortar,0,0,0,0,0
-0.9893725309876342,-1.7385860305897702,2016-03-18,Kids,-0.002225719461997747,-0.028736987209849008,-0.020674959576891815,-0.020674959576891937,Brick and Mortar,0,1,0,0,0
1.2555399445594633,-1.7385860305897702,2016-04-13,Kids,-0.002225719461997747,1.313208280167325,0.9220224956615918,0.9220224956615918,e-Shop,1,0,0,0,0
1.5179466397560522,-1.7385860305897702,2016-04-22,Academic,0.7015609059738115,0.2670681523732915,0.6922611087217464,0.6922611087217462,Brick and Mortar,1,0,0,0,0
0.5218526213881098,-1.7385860305897702,2016-04-22,Mens,-0.002225719461997747,0.1011286838266517,0.07055382641392914,0.07055382641392918,Brick and Mortar,0,0,0,0,0
-0.5582996741629327,-1.7385860305897702,2016-10-06,Women,-0.706012344897807,1.3180181198353436,0.1741717067985653,0.17417170679856522,e-Shop,0,0,0,0,0
